"This dataset is retrieved from Almeida et al. (2017) NHESS. It consists of 10,000 data points (rows) of 28 input variables (columns) of a slope stability model. The variables are model parameters characterising the slope geometry, soil and design storm properties and initial hydrological conditions. The model output is the slope factor of safety (FoS) and according to its value we can distinguish two classes in the dataset (last column): Stable (FoS>1) and Failure (otherwise)                                                                                                                                                                                                                                                                                                                                                            Almeida, S., Holcombe, E., Pianosi, F., & Wagener, T. (2017). Dealing with deep uncertainties in landslide modelling for disaster risk reduction under climate change. Natural Hazards and Earth System Sciences, 17(2), 225-241.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta,H,H0,H1,DWT,theta_s_0,theta_r_0,alpha_0,n_0,theta_s_1,theta_r_1,alpha_1,n_1,theta_s_2,theta_r_2,alpha_2,n_2,c_0,phi_0,K_sat_0,gamma_us_0,c_1,phi_1,K_sat_1,gamma_us_1,psi_init,I,D,Classes
28.971,48.269,5.9452,3.1248,61.738,0.51243,0.13628,25.077,1.6891,0.56651,0.22069,2.3588,2.1314,0.41043,0.16682,0.2083,1.8009,15.973,25.742,2.50E-05,17.328,22.041,31.866,1.49E-06,18.59,-0.75768,0.044227,67,Stable
28.779,48.386,5.7776,4.2115,79.125,0.44236,0.22322,4.1612,1.6394,0.45691,0.09683,5.8018,1.0094,0.34801,0.1212,3.4889,1.6357,6.7691,22.387,1.20E-05,17.427,25.574,38.186,2.17E-06,18.245,-0.59215,0.033856,62,Failure
29.921,48.844,5.902,3.4109,75.03,0.3774,0.14579,1.6881,1.4659,0.38719,0.14762,4.1636,1.3029,0.33814,0.14606,1.9077,1.6863,7.7951,23.729,2.16E-05,17.873,26.634,34.861,2.66E-06,19.76,-0.58337,0.19664,38,Failure
29.749,48.617,2.4046,3.3852,93.16,0.38017,0.14319,6.066,1.1122,0.47822,0.077814,0.8794,2.1651,0.28766,0.095291,5.7813,2.1009,7.2171,28.042,1.35E-05,17.929,23.29,30.853,4.59E-06,19.294,-0.74675,0.0074811,35,Stable
27.332,48.141,2.8808,5.0556,73.241,0.42875,0.20532,18.193,2.5195,0.25844,0.1116,5.5105,2.2244,0.38381,0.11654,10.736,1.9396,7.8464,23.262,2.05E-05,17.197,24.721,36.77,1.58E-06,19.391,-0.79795,0.10911,33,Stable
28.443,48.672,2.1758,2.8174,77.513,0.39291,0.10574,4.1348,1.6931,0.47548,0.22961,15.142,1.9397,0.32623,0.18455,2.213,1.9435,10.143,24.438,8.15E-06,16.399,24.027,36.823,1.43E-06,18.45,-1.2554,0.19769,57,Stable
27.205,48.892,2.2984,4.0391,72.561,0.26674,0.099182,12.248,1.926,0.29166,0.18689,2.4086,1.1081,0.26272,0.20791,3.978,1.524,6.8049,24.278,1.76E-05,16.822,21.747,32.909,1.11E-06,19.485,-1.4512,0.082065,40,Stable
29.416,48.616,4.6156,2.4054,79.73,0.46448,0.062134,13.055,1.3227,0.50031,0.14684,2.2311,1.63,0.35932,0.18239,1.2662,1.7799,10.79,26.627,1.39E-05,17.582,26.692,35.802,2.92E-06,18.455,-0.81051,0.02818,40,Stable
29.36,48.425,4.4658,5.9239,69.806,0.33942,0.12353,3.5392,1.7885,0.39453,0.11974,6.7611,2.3058,0.37214,0.19303,19.873,1.6539,8.1123,22.085,8.93E-06,16.386,26.264,40.681,8.56E-07,19.588,-1.246,0.098297,10,Stable
27.36,48.386,4.6536,4.8432,60.296,0.34298,0.10364,4.4575,1.3276,0.27047,0.11145,1.3187,2.4845,0.38806,0.12086,31.414,1.8336,9.2281,27.697,1.82E-05,17.938,25.765,38.694,9.33E-07,19.774,-1.3349,0.10069,0,Stable
28.236,48.899,5.809,2.53,61.647,0.42501,0.15786,14.662,1.0147,0.47827,0.071114,11.828,1.3016,0.35302,0.18112,12.12,2.1617,6.8172,24.813,1.82E-05,17.329,27.113,34.457,1.90E-06,18.673,-0.67547,0.14507,63,Failure
29.394,48.844,3.0413,2.7837,72.372,0.49993,0.091906,8.2668,1.1282,0.38541,0.1169,45.303,3.0394,0.40752,0.13053,1.7264,1.1273,14.192,23.615,1.41E-05,17.155,22.982,35.739,1.85E-06,19.912,-0.65839,0.0052121,21,Stable
27.758,48.545,3.3734,3.2405,69.836,0.45412,0.061416,0.24224,1.6847,0.36874,0.12664,23.96,1.2228,0.3862,0.23112,8.0286,1.5037,6.3472,25.789,1.30E-05,16.578,26.219,33.528,1.46E-06,19.646,-1.3112,0.066398,1,Stable
29.045,48.343,3.3312,2.9406,70.671,0.44128,0.173,4.1103,1.6363,0.32246,0.15097,1.4605,2.1475,0.44049,0.075928,1.2168,1.344,12.184,26.232,8.06E-06,17.681,24.906,41.134,1.24E-06,19.478,-1.0965,0.044167,72,Stable
29.48,48.54,3.7696,2.5416,72.54,0.54152,0.13257,5.607,1.3633,0.44398,0.12854,1.1946,2.1556,0.50541,0.14705,3.227,1.6246,6.4599,26.41,1.72E-05,17.376,24.178,41.292,2.28E-06,19.406,-1.1703,0.097955,2,Stable
29.1,48.445,3.788,5.5246,92.867,0.28886,0.067317,1.7932,2.7214,0.37806,0.23354,14.359,1.9784,0.45313,0.11309,1.9435,1.6177,5.7637,25.746,1.93E-05,16.931,23.11,34.805,1.82E-06,19.675,-1.2357,0.13351,29,Failure
28.055,48.098,4.797,2.8346,73.001,0.32961,0.092411,2.6513,1.6174,0.46779,0.13284,2.4816,1.4384,0.50522,0.12835,2.4536,1.2157,10.235,21.946,8.91E-06,17.614,23.852,39.334,1.89E-06,18.063,-0.5149,0.06881,32,Failure
27.798,48.58,4.3915,4.8953,94.964,0.45179,0.12152,6.9751,2.2608,0.4621,0.14321,7.7839,1.3343,0.45392,0.16983,1.1648,1.285,6.3899,28.731,1.82E-05,17.059,25.191,29.002,2.49E-06,19.094,-1.3398,0.18708,43,Failure
28.616,48.191,3.202,5.364,62.677,0.36507,0.1639,15.076,3.5811,0.4601,0.15278,2.4137,1.4454,0.42253,0.17891,45.856,2.51,9.4701,28.157,1.70E-05,17.101,25.644,37.279,1.33E-06,19.966,-1.4893,0.17741,19,Stable
29.972,48.906,2.5097,3.9294,93.702,0.45294,0.14789,3.2944,1.0448,0.36477,0.12495,1.4551,1.3604,0.36753,0.098863,2.3878,1.0586,6.0324,24.463,1.92E-05,17.295,22.279,31.898,7.56E-07,18.827,-1.4737,0.16249,63,Stable
29.307,48.987,4.257,3.8782,94.51,0.28725,0.14364,1.1869,1.664,0.69951,0.16067,0.98017,1.4524,0.34681,0.14749,8.5431,1.7166,9.9488,23.864,2.03E-05,16.879,28.019,35.593,1.55E-06,19.603,-0.70331,0.18853,44,Failure
28.647,48.078,5.5905,2.125,81.9,0.32607,0.17861,5.739,1.2218,0.41926,0.1036,2.3817,1.7138,0.40859,0.13215,3.7358,1.4357,5.1246,22.096,9.98E-06,17.129,23.327,36.942,8.87E-07,18.845,-1.2252,0.016351,63,Failure
27.229,48.013,3.2302,2.6497,61.82,0.41827,0.080606,6.5066,1.4769,0.37638,0.10766,3.6706,1.5874,0.46833,0.16866,5.8577,1.552,10.806,25.389,1.37E-05,16.698,24.466,35.96,8.90E-07,18.658,-1.2763,0.043816,71,Stable
28.423,48.715,4.4072,4.6965,83.997,0.47935,0.14178,0.74833,2.0286,0.51966,0.085699,2.1347,1.4857,0.36762,0.11764,6.7795,2.0057,0.54784,24.797,1.95E-05,17.229,23.907,30.827,2.58E-06,18.636,-0.54961,0.19571,68,Failure
29.549,48.9,2.7032,3.3265,91.15,0.37571,0.14595,5.3141,1.4731,0.43578,0.16597,0.8647,1.0502,0.34003,0.21915,1.4641,1.5501,10.01,21.914,2.26E-05,17.414,25.763,33.28,1.22E-06,18.565,-1.1329,0.010613,31,Stable
28.624,48.191,3.1081,2.0187,71.767,0.33361,0.066387,3.6592,1.3208,0.39778,0.11677,5.1192,2.025,0.41108,0.1002,1.5441,1.5127,7.1148,23.583,1.66E-05,16.095,24.51,31.963,3.94E-06,19.102,-1.245,0.040788,8,Stable
29.276,48.41,5.574,3.5456,82.376,0.47645,0.23836,10.735,1.5048,0.39168,0.095748,9.283,1.4659,0.46661,0.11118,1.2213,1.3584,13.097,25.883,1.83E-05,17.792,25.635,35.617,2.36E-06,19.018,-1.0799,0.16206,64,Stable
28.039,48.925,4.7041,4.7803,66.577,0.45222,0.099154,5.8943,1.5866,0.48557,0.22038,2.6342,1.0966,0.39795,0.10253,1.575,1.2177,10.364,25.279,2.76E-05,17.089,25.268,38.482,7.26E-07,18.638,-1.4484,0.16017,55,Stable
29.902,48.632,5.148,5.1397,63.301,0.42111,0.21959,1.9967,2.1215,0.45624,0.14883,3.9668,1.24,0.44649,0.24907,6.2284,1.5204,9.6145,22.352,1.39E-05,16.827,26.868,33.039,2.74E-06,19.272,-1.402,0.081641,4,Stable
28.067,48.154,2.6344,2.2467,93.74,0.47552,0.1464,2.3113,1.3981,0.41538,0.23351,0.8205,1.5186,0.43246,0.13352,1.6086,2.7089,7.747,22.122,1.98E-05,17.525,28.412,30.248,1.37E-06,19.851,-0.98692,0.14297,56,Stable
27.94,48.492,4.5951,4.848,63.795,0.3343,0.12679,0.75319,1.5027,0.51106,0.13164,1.5275,2.4293,0.5325,0.20953,5.7292,1.3591,6.0382,21.674,1.98E-05,17.349,21.678,33.33,1.29E-06,19.885,-1.1881,0.18219,6,Failure
29.875,48.485,4.8414,2.5405,87.12,0.26793,0.051206,4.3939,1.5811,0.31498,0.23349,2.0578,1.2874,0.38291,0.23806,44.556,1.4183,10.551,24.728,1.74E-05,16.428,25.155,32.12,1.54E-06,18.841,-0.56838,0.12151,48,Failure
27.999,48.483,2.6833,5.2272,68.422,0.49638,0.095577,4.9902,1.1628,0.50871,0.17868,7.4335,2.0403,0.48145,0.16052,0.38468,1.2449,9.5972,25.333,1.86E-05,17.337,25.011,28.301,1.44E-06,19.77,-1.4045,0.028269,6,Stable
29.685,48.765,3.7476,3.1722,72.547,0.49952,0.13141,6.0807,1.5611,0.39458,0.13768,0.95965,1.1547,0.39577,0.088997,7.1705,1.55,8.755,24.807,1.67E-05,16.861,24.847,36.676,2.09E-06,18.436,-1.1669,0.073478,39,Stable
28.512,48.483,4.3827,2.5286,81.663,0.39126,0.18789,1.7781,2.136,0.55399,0.22379,0.47667,1.8079,0.42122,0.1691,2.4689,1.3121,8.8918,25.021,1.42E-05,16.405,24.385,38.214,1.21E-06,19.195,-0.67994,0.16519,28,Stable
29.368,48.294,4.8958,2.8831,67.766,0.41135,0.11482,0.723,1.564,0.43813,0.15333,2.2261,1.0472,0.4863,0.25587,11.861,2.0173,6.9205,23.912,9.13E-06,16.465,23.031,36.595,1.43E-06,19.823,-0.50364,0.0205,20,Failure
28.053,48.275,4.9915,3.8245,83.679,0.39053,0.19253,11.595,3.0522,0.40101,0.16011,6.4859,1.505,0.5289,0.12738,1.3582,1.972,11.477,25.34,1.81E-05,17.878,25.1,33.249,1.57E-06,18.861,-1.219,0.10416,56,Stable
27.228,48.409,4.1776,2.3152,79.779,0.5802,0.22191,1.497,1.5644,0.44625,0.11261,9.074,1.1014,0.35418,0.14068,6.3435,1.1797,9.862,25.392,1.69E-05,16.038,25.572,32.965,2.25E-06,19.096,-0.63453,0.1305,30,Stable
27.247,48.417,2.5997,4.4893,67.266,0.40703,0.19373,2.7236,1.5975,0.43032,0.15329,1.8176,1.9977,0.58636,0.13901,1.2337,1.6122,1.7793,21.278,1.46E-05,17.824,27.004,35.201,1.15E-06,19.47,-1.0704,0.01156,65,Failure
27.929,48.466,3.9709,2.4044,92.537,0.42332,0.14314,3.2773,2.0105,0.43018,0.078092,1.0096,1.5128,0.4997,0.30307,2.3438,1.3559,2.4896,23.422,2.11E-05,17.846,26.304,36.088,1.54E-06,18.135,-0.87723,0.10536,12,Failure
28.423,48.861,2.6002,4.1093,74.317,0.56336,0.10603,2.1985,2.5607,0.54367,0.12781,3.6059,1.0754,0.39519,0.066144,2.8567,1.413,8.8097,24.071,1.11E-05,17.876,26.144,39.084,1.65E-06,18.032,-0.58977,0.14723,2,Stable
27.973,48.556,5.6817,5.3355,90.003,0.39026,0.15182,1.7735,1.5114,0.31482,0.11084,0.37603,1.348,0.38296,0.088006,7.2087,1.7839,9.8415,22.515,1.70E-05,17.367,23.791,39.687,1.32E-06,18.76,-0.54656,0.11282,68,Failure
28.38,48.553,3.8251,2.3121,84.534,0.47076,0.12143,22.457,1.0416,0.61198,0.086952,1.4743,1.5188,0.46243,0.1063,1.736,1.1353,9.4374,23.425,1.35E-05,17.993,25.42,35.707,1.13E-06,18.242,-1.435,0.13272,12,Stable
29.023,48.08,3.9253,4.2973,63.957,0.34898,0.14827,25.816,1.2825,0.43847,0.15969,10.89,1.2673,0.44568,0.12478,3.8551,1.6685,2.9789,25.412,1.15E-05,16.545,27.283,32.682,1.41E-06,19.958,-0.70039,0.17883,1,Stable
28.722,48.353,2.4918,3.0406,62.931,0.53996,0.31667,4.4862,1.5607,0.47106,0.1182,1.359,1.6452,0.51346,0.16538,4.8364,1.5062,11.371,24.932,1.31E-05,17.158,24.558,35.879,2.17E-06,18.519,-0.59364,0.01336,18,Stable
29.528,48.334,2.9803,5.5415,81.277,0.40122,0.18047,4.6383,1.6322,0.32948,0.12022,57.01,1.2982,0.40815,0.12657,2.122,1.2053,11.68,26.533,1.97E-05,16.725,25.665,33.938,1.40E-06,19.623,-0.76978,0.023704,15,Stable
27.78,48.304,5.1004,2.2231,79.807,0.48523,0.10998,13.679,1.4306,0.39955,0.14068,11.737,2.3262,0.52293,0.091853,3.4065,1.5066,6.9233,24.948,1.76E-05,16.74,24.106,37.35,1.30E-06,18.784,-0.68999,0.18103,65,Failure
29.063,48.333,3.9871,4.0347,94.92,0.38214,0.17088,7.1323,1.355,0.29878,0.06392,20.141,2.1592,0.43791,0.071475,3.2543,1.2778,8.3914,25.787,1.74E-05,16.573,24.17,32.062,1.01E-06,18.244,-0.90888,0.16431,46,Stable
27.971,48.601,5.2882,5.5245,81.844,0.45257,0.16456,3.0018,2.015,0.42968,0.17274,9.9478,1.5931,0.48445,0.16352,1.0722,2.6855,10.228,22.52,1.24E-05,16.045,24.495,38.28,1.01E-06,18.504,-1.3863,0.18625,17,Stable
27.138,48.098,2.6712,5.6865,81.4,0.35217,0.22173,0.44583,1.4793,0.48541,0.15913,1.9596,1.475,0.49187,0.068035,9.8671,1.6313,7.0842,25.636,1.19E-05,16.301,21.865,30.894,1.17E-06,18.035,-1.4165,0.037845,24,Stable
27.931,48.745,2.8009,3.5688,80.05,0.50704,0.09121,5.5503,2.8085,0.33532,0.31701,4.9969,2.2903,0.37431,0.15961,3.5523,1.6767,6.2794,24.667,4.40E-05,16.805,25.625,34.457,1.44E-06,19.936,-1.1434,0.01134,33,Stable
28.847,48.27,5.8515,3.1441,65.725,0.32632,0.15903,0.93159,1.7805,0.33074,0.10541,1.6517,2.3886,0.52442,0.19205,2.9825,1.8998,7.7726,26.235,5.43E-06,17.155,27.952,40.348,1.20E-06,18.893,-1.4864,0.017367,37,Failure
29.534,48.846,5.48,4.1799,70.88,0.34943,0.09987,1.9423,2.7536,0.41792,0.11242,2.8546,2.2312,0.39018,0.14564,5.8149,1.6551,4.4549,22.645,7.16E-06,16.827,25.026,35.037,1.37E-06,18.342,-1.3178,0.12808,32,Failure
29.785,48.233,5.3241,4.9461,84.689,0.42097,0.17781,10.024,1.0592,0.2775,0.10383,1.9638,1.29,0.45137,0.13607,0.76615,2.3319,6.7812,25.425,1.74E-05,16.297,23.903,32.753,2.27E-06,19.466,-0.56884,0.037871,28,Failure
28.688,48.273,3.0487,5.2517,67.91,0.47434,0.1479,9.0456,1.5907,0.45516,0.16474,18.312,1.9901,0.52707,0.11274,1.8235,3.0005,14.021,25.4,1.15E-05,16.968,25.956,30.057,2.33E-06,19.95,-1.1603,0.11779,70,Stable
27.909,48.891,3.9718,2.7285,60.608,0.31042,0.13687,2.9777,1.0871,0.54317,0.14232,2.4489,2.8047,0.38567,0.087757,32.831,1.0989,6.9555,24.535,1.42E-05,16.547,22.419,35.96,1.23E-06,18.522,-0.85518,0.14013,15,Failure
28.522,48.807,3.5559,5.6054,67.66,0.59141,0.20874,28.366,1.4813,0.37697,0.22214,4.9013,1.9474,0.39892,0.13139,5.1237,2.0832,10.822,28.748,1.54E-05,16.034,24.459,35.511,1.39E-06,18.09,-1.3446,0.088436,68,Stable
28.838,48.904,5.5491,5.6706,61.941,0.42666,0.061631,5.1738,1.6952,0.54999,0.15538,2.3603,1.7565,0.4851,0.083173,6.389,3.4093,8.9371,28.655,1.42E-05,17.753,27.687,33.097,1.39E-06,18.599,-1.3819,0.10207,18,Stable
29.06,48.7,4.4529,4.9184,72.711,0.29925,0.1273,3.3329,1.261,0.49365,0.13042,9.8876,1.6675,0.41932,0.18405,0.88965,1.5178,7.2314,26.535,1.31E-05,16.005,25.753,32.882,3.05E-06,18.769,-0.90912,0.045004,40,Failure
27.252,48.492,4.9153,3.105,73.092,0.43302,0.078862,9.7291,1.3441,0.32096,0.18449,0.68145,1.3963,0.48526,0.152,4.2627,2.182,2.4145,24.877,2.36E-05,17.014,25.173,35.568,1.17E-06,18.495,-1.2384,0.18746,66,Failure
29.142,48.411,4.7291,4.4415,77.611,0.4832,0.19684,4.5325,1.3951,0.44822,0.20753,0.89047,2.2618,0.32516,0.14298,8.0477,1.3535,12.441,24.654,1.96E-05,17.504,25.087,36.665,1.93E-06,19.591,-0.96599,0.11975,31,Stable
27.952,48.823,3.7455,3.2149,62.669,0.40431,0.11463,3.4327,1.349,0.42883,0.14284,5.2795,1.7393,0.45122,0.20833,4.5569,1.0394,10.746,25.005,1.95E-05,17.964,24.025,38.045,1.86E-06,18.51,-0.85555,0.098224,51,Stable
27.371,48.488,4.8829,4.6158,93.699,0.3633,0.20734,16.464,1.1774,0.33113,0.092213,0.40258,1.7101,0.3799,0.11018,9.6681,2.3085,13.035,25.251,2.04E-05,16.203,27.069,34.054,1.62E-06,19.55,-1.3033,0.15062,50,Stable
29.004,48.036,2.9172,3.169,69.554,0.36139,0.31362,10.654,1.4229,0.37919,0.13537,12.889,1.4014,0.28239,0.15473,2.5265,1.8417,9.2978,26.246,1.19E-05,16.723,26.954,30.784,1.57E-06,18.775,-1.3178,0.015381,9,Stable
27.835,48.031,2.669,3.5129,75.933,0.43652,0.3063,5.7006,1.3952,0.4744,0.18913,3.8274,1.2166,0.38242,0.14801,4.7162,2.4919,8.322,26.743,1.05E-05,16.158,23.015,33.294,1.25E-06,18.756,-1.1011,0.0421,43,Stable
27.743,48.59,2.6542,5.1735,68.057,0.28368,0.079218,7.0895,1.6802,0.51498,0.17851,3.797,1.2081,0.4804,0.12954,22.367,1.4418,8.1117,22.51,2.68E-05,17.612,21.565,32.182,1.26E-06,18.085,-0.54552,0.19784,33,Stable
29.469,48.102,2.6968,4.9938,65.363,0.52865,0.11147,6.4992,2.3302,0.39539,0.15403,0.52383,1.9834,0.42496,0.12445,2.2285,1.7829,3.9565,23.422,2.90E-05,16.615,24.674,36.377,2.00E-06,19.584,-1.413,0.13925,46,Stable
27.111,48.238,4.9409,4.3193,69.329,0.48794,0.082002,1.0585,1.358,0.48293,0.21037,5.3705,2.4727,0.39291,0.16836,5.8407,2.3529,5.5445,26.137,1.69E-05,16.652,23.544,31.477,2.13E-06,18.745,-0.95251,0.037206,4,Stable
27.802,48.837,4.6032,2.7966,80.048,0.39292,0.20276,1.8682,1.1087,0.45628,0.12661,3.6363,1.5229,0.40754,0.1115,8.1137,1.863,11.695,27.483,1.49E-05,17.695,25.971,42.029,2.09E-06,18.422,-0.78685,0.083575,42,Stable
27.907,48.914,5.2614,4.3277,68.565,0.40423,0.10455,1.1703,1.056,0.55086,0.2028,2.238,1.684,0.24298,0.1131,1.4707,1.4616,4.7618,24.778,7.22E-06,17.923,24.285,30.336,1.57E-06,19.512,-0.55202,0.078376,63,Failure
28.987,48.115,5.7702,4.1577,92.189,0.41203,0.14561,1.1115,3.0808,0.2916,0.10752,1.3719,1.1012,0.32809,0.083213,7.6072,1.4382,11.563,25.748,1.03E-05,17.8,25.938,33.519,8.93E-07,19.483,-1.1652,0.022006,21,Stable
28.877,48.175,2.4362,2.7928,62.185,0.37996,0.12441,15.09,1.8407,0.24064,0.092826,0.79057,1.7955,0.41797,0.18126,2.5981,1.0502,10.254,23.119,3.38E-05,17.614,25.587,35.554,2.63E-06,18.626,-0.73555,0.134,22,Stable
27.828,48.89,4.4501,4.6817,60.101,0.44807,0.17077,4.3192,1.2852,0.39798,0.061544,10.628,1.0985,0.36219,0.1832,3.1873,2.3025,9.2981,24.78,2.27E-05,16.375,22.835,39.877,1.79E-06,19.236,-0.80096,0.19437,11,Stable
29.988,48.984,3.2723,2.2645,76.241,0.33695,0.092818,1.391,1.9763,0.51908,0.098405,1.9226,1.0465,0.48824,0.19762,1.886,2.6548,4.3183,25.799,1.98E-05,17.567,24.862,36.852,2.23E-06,18.367,-0.73704,0.18079,24,Failure
28.504,48.731,2.2944,4.2537,62.424,0.38361,0.12223,21.454,1.6523,0.46128,0.12832,0.59631,3.4758,0.39794,0.16886,2.8267,1.3603,13.415,26.82,2.22E-05,17.465,25.767,31.766,1.45E-06,19.845,-1.3877,0.001741,32,Stable
27.397,48.934,3.2853,4.3807,68.274,0.52743,0.16617,19.954,1.6284,0.40569,0.10405,1.8202,1.5854,0.37908,0.16099,7.1659,1.4845,7.2365,23.365,1.02E-05,17.562,26.951,34.061,1.66E-06,19.011,-0.9372,0.056227,32,Stable
29.693,48.718,2.105,4.8769,74,0.33091,0.14593,2.3483,1.5272,0.337,0.16712,6.5475,1.3937,0.40962,0.078165,8.0262,2.0135,8.3813,26.716,1.69E-05,16.321,27.569,31.498,8.64E-07,19.904,-1.2214,0.13046,44,Stable
27.714,48.476,3.8856,3.8562,81.323,0.37841,0.21371,7.9409,1.9191,0.4385,0.12579,0.60403,2.1863,0.35631,0.22826,5.1778,1.8504,8.7401,22.855,9.26E-06,16.959,25.335,30.537,2.20E-06,19.267,-1.0639,0.065512,55,Stable
27.201,48.589,4.6961,5.738,91.411,0.56328,0.16499,2.8843,1.7911,0.46128,0.1661,8.669,1.5356,0.46209,0.13568,0.8085,1.3262,6.5875,24.965,2.31E-05,16.94,25.462,35.691,1.37E-06,19.853,-0.98837,0.15154,5,Failure
28.097,48.714,2.8643,4.5093,84.851,0.33128,0.11286,3.035,1.8507,0.41004,0.16231,11.836,1.1526,0.3585,0.15139,2.6634,5.2869,5.7605,23.79,8.40E-06,16.928,23.996,37.251,1.18E-06,19.705,-1.0063,0.010487,16,Stable
27.863,48.482,4.6611,3.0035,85.919,0.47062,0.13308,0.8249,1.5463,0.55545,0.088629,0.75821,1.3242,0.48431,0.068367,3.1979,1.0934,5.3624,25.961,1.00E-05,17.349,25.952,30.786,1.86E-06,19.274,-1.2702,0.11874,35,Failure
27.39,48.303,5.222,4.6488,79.678,0.3228,0.12662,9.2048,3.0259,0.32867,0.18526,2.6853,1.085,0.44337,0.13566,3.1933,1.1418,10.372,24.311,7.33E-06,16.321,23.489,34.361,1.68E-06,19.52,-1.2441,0.18211,62,Failure
27.211,48.547,2.2901,3.3788,83.508,0.30426,0.14918,1.922,1.4697,0.48251,0.20322,1.0794,2.1829,0.40359,0.12413,3.5749,1.1063,13.553,24.845,2.54E-05,16.042,23.642,34.108,2.49E-06,18.143,-0.86452,0.13924,6,Stable
27.136,48.618,2.1506,5.9168,68.087,0.5303,0.30128,1.0347,2.4364,0.28567,0.11523,10.571,1.2498,0.5075,0.096947,4.0707,2.3963,7.1079,23.615,1.89E-05,17.501,25.679,33.403,9.84E-07,19.99,-1.1969,0.13999,56,Stable
28.757,48.536,2.2155,4.4723,77.049,0.59111,0.14451,1.5703,1.4856,0.47669,0.055651,7.412,1.4644,0.36628,0.10161,14.913,1.0937,8.0044,23.029,1.54E-05,16.587,26.431,29.763,1.27E-06,18.645,-0.71054,0.11395,72,Stable
28.932,48.822,3.8407,4.7467,62.289,0.37921,0.10336,1.9649,1.1185,0.40264,0.18527,12.658,1.2375,0.50668,0.17137,3.7604,1.0693,10.541,24.651,1.18E-05,16.854,26.641,30.295,1.51E-06,19.726,-0.50915,0.14537,3,Stable
28.828,48.77,5.4739,2.7363,82.019,0.40628,0.15688,2.7044,1.5307,0.24289,0.18735,1.2827,2.1761,0.44055,0.12117,13.35,1.2681,5.1065,26.576,1.47E-05,17.474,26.465,35.734,1.16E-06,18.094,-0.59551,0.099205,54,Failure
28.898,48.579,5.2652,2.1174,69.513,0.51282,0.20469,1.2348,2.2195,0.33019,0.1033,1.3223,1.4275,0.44708,0.097757,4.1153,2.3862,10.735,27.594,2.03E-05,16.659,24.408,38.018,2.76E-06,19.498,-0.893,0.14168,59,Stable
29.278,48.319,4.6607,2.9229,83.275,0.4222,0.34688,4.9828,1.5084,0.45257,0.086115,4.2007,1.5633,0.42034,0.10417,3.5338,1.374,10.92,26.996,1.12E-05,17.118,26.935,36.067,6.55E-07,19.746,-0.68676,0.085973,60,Stable
27.702,48.364,4.4595,2.4464,88.87,0.53213,0.10916,2.696,1.4098,0.29774,0.14236,1.6194,1.3855,0.26139,0.14975,1.4898,1.8048,9.288,23.532,1.61E-05,17.535,24.381,35.927,7.75E-07,19.273,-1.0661,0.046986,63,Stable
27.866,48.167,5.9961,4.3504,76.451,0.41541,0.15855,4.1956,1.7262,0.44234,0.15127,0.68383,1.7632,0.32513,0.24136,31.582,1.5282,13.562,24.628,7.93E-06,17.719,24.002,36.407,1.71E-06,19.527,-1.143,0.13699,49,Failure
27.068,48.366,2.1074,3.0218,75.712,0.3384,0.089846,15.726,1.1595,0.35165,0.15159,1.8075,1.2607,0.41649,0.16057,6.3316,1.3819,12.827,21.081,1.49E-05,17.838,23.686,36.718,1.84E-06,18.404,-0.67911,0.13801,3,Stable
28.062,48.045,4.6855,4.3908,75.609,0.51374,0.11599,6.3832,1.5751,0.32305,0.11968,0.49403,1.1929,0.4336,0.092417,4.3094,1.1079,8.059,23.157,1.96E-05,17.599,26.102,34.177,2.65E-06,19.268,-1.1333,0.093395,23,Failure
28.949,48.962,5.6102,4.9006,87.839,0.37734,0.19663,0.80335,1.7146,0.41501,0.19331,4.5127,1.2955,0.47885,0.35972,2.0887,1.0666,11.329,23.299,5.44E-06,17.295,23.402,31.565,2.13E-06,19.467,-1.1848,0.048563,35,Failure
28.823,48.018,4.8787,4.4473,93.612,0.41927,0.095673,6.7586,1.2057,0.35654,0.21981,2.133,1.6869,0.34673,0.20635,1.9296,1.7636,7.0474,23.256,1.53E-05,17.614,24.825,28.31,1.76E-06,18.088,-1.2596,0.017642,46,Failure
29.269,48.488,2.2954,4.7834,71.192,0.27895,0.2032,13.666,1.4216,0.43024,0.14317,7.6073,1.2564,0.48664,0.17931,1.0786,1.2316,12.788,24.457,1.73E-05,17.954,25.857,40.283,1.65E-06,18.496,-1.1241,0.014654,30,Stable
29.653,48.382,3.677,4.0859,75.85,0.3063,0.19487,0.67969,1.374,0.41382,0.1244,6.7428,1.1206,0.31054,0.11151,0.99156,1.232,12.016,26.917,2.24E-05,17.662,26.092,37.339,1.21E-06,19.08,-0.84926,0.059145,20,Stable
29.687,48.687,5.6358,4.5714,70.094,0.56864,0.12423,0.56447,1.1433,0.43795,0.21699,1.6505,1.8061,0.42008,0.15808,3.1955,1.5508,13.55,22.712,1.71E-05,17.664,25.38,34.422,1.66E-06,19.994,-0.55568,0.099455,28,Failure
28.578,48.888,2.3633,2.0732,80.362,0.27504,0.10897,2.7944,1.4046,0.42042,0.38889,7.1305,1.6128,0.51264,0.13621,1.3073,2.0055,0.42966,23.715,8.45E-06,16.978,24.752,33.667,2.35E-06,19.71,-0.54105,0.15954,42,Failure
